flash_id,time,lma_base,arq_ka,print_date,dist_1,dist_itp,area,duration,init_alt,init_lat,init_lon,volume,spectrum_width,turbulence,dVRdr,dVRde,mean,weighted_mean,weighted_std,std,vel_dealias
31923,224838,./lightning/LYLOUT_150706_224000_0600.dat.flash.h5,./radar/Ka1150706224838.RAW581W.nc,06 July 2015,8538.49517655713,50.764317107054,65.678635,1.1381993,14798.5,33.689114,-101.89295,198.93875,0.58309996,0.12768844,-0.009824622,0.00060207315,"[2.772484578598716, 0.5266704708337784]","[2.7695066081375996, 0.5441961456402405]","[0.02726502369747344, 0.16045758181676292]","[0.03352522309997297, 0.197299525141716]",8.071022
2068,225054,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka1150706225054.RAW582N.nc,06 July 2015,578.495804898694,44.0577050269749,5.6902337,0.2331187,9668.11,33.628666,-101.905525,10.824824,0.53137535,0.118004486,-0.0036073742,-0.0012565507,"[0.18954933198952761, 0.4020538330078125]","[0.18954933198952761, 0.4020538330078125]","[nan, nan]","[0.0, 0.0]",6.9086514
2432,225054,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka1150706225054.RAW582N.nc,06 July 2015,1200.43273101693,1.8072461393549,101.089264,0.8709596,5694.99,33.626575,-101.90948,267.9921,1.4728132,0.34148833,0.0014086087,-0.008051432,"[3.2650172392170003, 0.3357388377189636]","[3.2650172392170007, 0.3357388377189636]","[inf, nan]","[0.0, 0.0]",6.124795
2968,225054,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka1150706225054.RAW582N.nc,06 July 2015,2060.8974009098,6.69318279243817,3.3192015,0.32637942,10203.19,33.619812,-101.91248,6.5106063,0.4436277,0.096076876,-0.008217226,-0.00053685455,0,0,0,0,5.900349
4181,225054,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka1150706225054.RAW582N.nc,06 July 2015,1698.33968866894,48.2308526285215,69.2966,0.68262017,6505.39,33.616795,-101.905235,253.33693,0.37196735,0.08348613,-0.00032656582,0.003540708,"[5.396085299111602, 0.3206073194742203]","[5.5334401871095, 0.29809217352157863]","[0.28593616882501477, 0.013047048026243886]","[0.5473648951418834, 0.04734526372992819]",7.234851
912,225054,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka1150706225054.RAW582N.nc,06 July 2015,638.878558163071,83.8841152814257,2.0008976,0.16283952,8698.11,33.603714,-101.87286,0.43636513,0.8399615,0.17666605,0.011019993,-0.002118314,0,0,0,0,6.4527335
7610,225314,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka1150706225314.RAW583F.nc,06 July 2015,2225.93735288418,55.2825246642724,4.3980246,0.47397485,9725.71,33.624763,-101.91822,7.958331,0.9868745,0.21955198,-0.0068064085,-0.014926453,"[2.557100263783953, 0.22174601008494696]","[2.2595540872428033, 0.23517846080517119]","[0.33857370988648994, 0.04349873093651102]","[1.3719387826050173, 0.16293759005517244]",6.041273
7650,225314,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka1150706225314.RAW583F.nc,06 July 2015,7857.72161317931,21.3899017187359,90.797714,0.87465155,6765.94,33.574112,-101.95253,297.53986,2.0846138,0.47712788,-0.0051472066,-0.018995356,"[7.545196588560246, 0.1486035521541323]","[7.883793985284056, 0.14468094795258413]","[0.40867719877218467, 0.036146092534066754]","[0.9328811102465961, 0.09865720590172461]",4.937008
8790,225314,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka1150706225314.RAW583F.nc,06 July 2015,3892.18767028175,16.2745123543755,99.600945,0.56004524,6620.21,33.591946,-101.88159,444.96158,0.35593018,0.07596582,-0.0077718836,0.0017549848,"[3.2626969649930446, 0.469092470407486]","[3.259127338397355, 0.5176069911222855]","[0.04507664117145235, 0.04329316565106893]","[0.12176497618141392, 0.10544350384479774]",7.9811068
9895,225314,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka1150706225314.RAW583F.nc,06 July 2015,2524.85035352973,4.28786215715081,9.830178,0.26101062,9072.53,33.59485,-101.885315,13.903833,0.6294658,0.13345449,0.0099319,-0.014526238,"[6.215485687263593, 0.21195220947265625]","[6.215485687263593, 0.21195220947265625]","[nan, nan]","[0.0, 0.0]",4.29305
